project,experiment,iteration,stim_id,gameID,condition,startInstructionTS,startPracticeTS,startPreTS,startMainTS,startPostTS,startSurveyTS,startComprehensionTS,endExperimentTS,participantExplanations,judgedDifficulty,participantEffort,sokobanFamiliarity,gamingFrequency,participantYears,participantGender,participantRace,participantEthnicity,inputDevice,technicalDifficultiesComments,participantRace-Comment,inputDevice-Comment
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67c,2372-cf115fcd-7fa5-4ae9-acb7-f0a1422e402d,enjoyable,1737964591076.0,1737964739051.0,1737965220374.0,1737965428436.0,1737967999233.0,1737968049548.0,1737964847599.0,1737968049549.0,easy and hard,3,5,1,3,38,Female,['Asian'],Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f747,6411-0f9e2a95-a9ec-4d8a-81c0-5adc39265e8d,enjoyable,1737963852970.0,1737964127961.0,1737964732077.0,1737964841571.0,1737967631636.0,1737967685168.0,1737964238509.0,1737967685169.0,The arrangement of the walls and how easy it can be to navigate the puzzle through,5,5,1,2,23,Male,['Black/African American'],Non-Hispanic,['none'],none,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74d,9011-c543194d-2d8e-4726-88dd-f0adda0814e2,enjoyable,1737963841651.0,1737964977694.0,1737965490457.0,1737965522836.0,1737968211693.0,1737968295664.0,1737965015491.0,1737968295665.0,Just one of the puzzles was completely solvable. The rest weren't,3,5,1,3,24,Male,['other'],Non-Hispanic,['none'],,Mixed,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,7391-a012682e-dc9f-4675-9b59-b3b21e309409,enjoyable,1737966098046.0,1737967674000.0,1737968230835.0,1737968277802.0,1737971317233.0,1737971356193.0,1737967770906.0,1737971356195.0,4,4,5,2,2,36,Male,['Black/African American'],Non-Hispanic,['none'],NONE,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f727,1768-039f6e88-b3d9-4efd-b3f6-30180394c8f2,enjoyable,1737970116917.0,1737970467930.0,1737970818235.0,1737970855741.0,1737973791933.0,1737973834358.0,1737970513409.0,1737973834359.0,The enjoyability of the game ,4,5,0,2,73,Male,['White'],Non-Hispanic,['none'],Well presented and very enjoyable study,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72a,2632-296865f3-0de3-4947-b082-4a5f5c51eab0,enjoyable,1737976515420.0,1737976605878.0,1737976847527.0,1737976880996.0,1737979634978.0,1737979662964.0,1737976641861.0,1737979662965.0,how difficult they were,5,4,0,0,50,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f747,6660-c7d6b7d4-9ec9-47e7-a3ce-ce2c64e1069d,enjoyable,1737995307940.0,1737995592994.0,1737995861947.0,1737995890576.0,1737997705324.0,1737997732754.0,1737995609987.0,1737997732754.0,"What really affected my ratings was if I was able to complete them or not based off of the five-minute mark. Other than that, they were really all quite enjoyable. Some definitely took a little more thinking than others, but I do enjoy a challenge. I kind of wish I was able to see the answers to the puzzles I didn't finish! ",3,5,0,3,27,Male,['White'],Non-Hispanic,['none'],"No technical difficulties, I did have to break out my actual computer keyboard for the arrow buttons, my gaming keyboard doesn't have them and wouldn't work",,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f66d,2261-c9bf9cb4-77ef-4f13-bfab-b225af6c592d,difficult,1738001715398.0,1738001768969.0,1738001977987.0,1738002017323.0,1738003858943.0,1738003884052.0,1738001787894.0,1738003884052.0,How easy it was to solve,4,4,1,2,27,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f672,4986-1d2745ba-4156-4117-ab01-acae63bfd1ce,difficult,1738001780052.0,1738001913383.0,1738002203864.0,1738002243014.0,1738004253896.0,1738004279178.0,1738001957433.0,1738004279178.0,"If I was able to solve them, I rated them lower than a 10 based on how difficult I found them. If I did not solve them, I rated them a 10.",3,5,0,0,57,Female,['White'],Non-Hispanic,['other'],,,Touchpad on macbook
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69b,0315-b98e3008-2250-4296-a32f-ae456ce0b343,difficult,1738001728672.0,1738001783309.0,1738002017379.0,1738002065273.0,1738004741671.0,1738004766632.0,1738001801069.0,1738004766633.0,Whether I was able to solve the puzzles.,5,5,2,3,30,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f703,3262-e1cb0006-06ef-4528-b6e2-3ed7cdb7c7cc,difficult,1738001779742.0,1738002243482.0,1738002709887.0,1738002771868.0,1738005610483.0,1738005665721.0,1738002440820.0,1738005665722.0,"i could only complete one so rated that fairly easy, the rest were impossible so rated them 10",5,5,0,1,28,Female,['White'],Non-Hispanic,['Trackpad'],i did notencounter any issues,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f66d,7617-2bb5fde0-d94a-495d-ac2d-f6163137ae6a,difficult,1738001808276.0,1738001958706.0,1738003043289.0,1738003239512.0,1738005843441.0,1738005881479.0,1738002000287.0,1738005881479.0,how easily i could find the route ,3,4,0,1,33,Male,['White'],Non-Hispanic,['Trackpad'],i had no issues,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69b,4060-4e2d6705-b31e-47d9-af97-101bf93d1739,difficult,1738005644944.0,1738005798409.0,1738006061094.0,1738006098506.0,1738008500886.0,1738008526786.0,1738005825712.0,1738008526787.0,the experience was very tough,5,5,0,1,34,Male,['other'],Non-Hispanic,['none'],,arab,
